emis,name,province,district,circuit,phase,sector,phone,street_address,town_city,email,quintile
925621032,ROTOLE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,ROTOLE  SCHOOL; GA-MOKGOTHO; OSTEND;,BURGERSFORT,,Q2
924623704,S. M. NKOANA,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,LEBOENG VILLAGE; GA-NKOANA;,MABOLOKE,,Q1
925661153,SCHOONOORD,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,013 260 1043,TAU-TSWALEDI; TRIBAL AUTHORITY; 16/1/5-5;,SEKHUKHUNE,,Q1
925661160,SEBASE,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,MASHITE VILLAGE; SEKHUKHUNE;,SEKHUKHUNE,,Q1
925661177,SEBOENG,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,812; MANGANENG; TAU NKADIMENG LG;,JANEFURSE,,Q1
925631251,SEBOPE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,076 099 1789,MOOIHOEK; DRIEKOP; GARAGOPOLA VILLAGE;,BURGERSFORT,,Q1
925621049,SEDIBENG,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,MAHLASHI VILLAGE; BURGERSFORT;,BURGERSFORT,,Q1
925661184,SEFOGOLE SEPEKE,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,083 610 9277,GA MAKGERU; MAKGANE; SITE NO .99;,SEKHUKHUNE,,Q1
925630616,SEFUFULE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,MODIMOLLE  VILLAGE; GA MASHABELA;,DRIEKOP,,Q1
925621063,SEGORONG,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,SEGORONG VILLAGE;PRAKTISEER,BURGERSFORT,,Q2
925631268,SEHLAKU,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,013 214 8622,MOOIHOEK; GA MAROGA; DRIEKOP;,BURGERSFORT,,Q1
925621070,SEHLOI,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,"MABOTSHA  VILLAGE,BURGERSFORT",BURGERSFORT,,Q1
925630289,SEJADIPUDI,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,GA SELEPE; ATOK;749;,POLOKWANE,,Q1
925621087,SEKABATE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,072 483 7712,GA - MADISENG,BURGERSFORT,,Q1
925621094,SEKAKATE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,013 214 7409,RIBA CROSS VILLAGE; MANDELA; DRIEKOP;,BURGERSFORT,,Q1
925621100,SEKIBIDI,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,TSHWENYANE VILLAGE,OHRIGSTAD,,Q1
925631275,SELALA,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,082 588 5031,GASELALA; SELALA  TRIBAL; AUTHORITY;,BURGERSFORT,,Q1
925631602,SELATOLE,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,GA  PHASHA; WATERKOP; 924792   PHASHA;,BURGERSFORT,,Q1
925610315,SELEBALO,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,MPHAANENG; GA-NKOANA; ATOK;,POLOKWANE,,Q1
925630296,SELEPE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,GA SELEPE  VILLAGE; BRAKFONTEIN; NEXT TO ATOK MINE;,ATOK,,Q1
925661214,SEMASHEGO,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,082 709 3320,SCHOONOORD; GA-- MASHEGOANA;,SEKHUKHUNE,,Q1
925621117,SEMORIRI,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,MAKOPUNG VILLAGE; OHRIGSTAD;,OHRIGSTAD,,Q1
925661221,SENGANGE,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,082 516 8758,GA MAPHOPHA,SEKHUKHUNE,,Q1
925631688,SEOKE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,013 214 8344,MASHISHI VILLAGE; FORESTHILL; DRIEKOP;,BURGERSFORT,,Q1
925661238,SEOKGOME,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,071 690 4682,STOCKING VILLAGE; STEELPOORT; BE-NGWENYAMA-TRIS;,STEELPOORT,,Q1
925661252,SERAKI,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,TJATANE,JANEFURSE,,Q1
925610636,SEROKA,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,072 792 1656,GA-SEROKA;1255;DINGAANSKOP;,POLOKWANE,,Q1
925631626,SEROKOLO,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,ATOK;ALONG PIETRESBURG BUGERSFORT ROAD ZZEKOEIGAT;,POLOKWANE,,Q2
925631633,SEROLETSHIDI,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,GA- MAMPA; WATERKOP; MAGAKALA- NTWAMPE939647;,BURGERSFORT,,Q1
925630647,SETLAMORAGO,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,SERAFA VILLAGE; MAGAKALA;,BURGERSFORT,,Q1
925630623,SETLOPONG,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,078 082 6111,MAANDAGS  HOEK; GA MAMPHAHLANE;,BURGERSFORT,,Q1
925630968,SHAI,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,GA- SHAI; MODUBENG; HAVERCROFT;,BURGERSFORT,,Q1
925630975,SHAKUNG,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,SHAKUNG  VILLAGE; CROYDON; BURGERSFORT;,BURGERSFORT,,Q1
996606305,SHOPIANE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,013 237 0024,391  EERSTEGELUK,STEELPOORT,,Q1
925361276,SHORWANE,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,SITE NUMBER 884; DROOGHOEK; SEKHUKHUNE;,BURGERSFORT,,Q1
925621124,SOGANE,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,GA MAKOFANE;KOEDOESKRAAL FARM;,BURGERSFORT,,Q1
996601301,ST PETERS,Limpopo,SEKHUKHUNE EAST,Unknown,Combined,Independent,083 346 5275,STAND NO 100 MOHLALETSE,POLOKWANE,,
996602106,ST THOMAS COLLEGE,Limpopo,SEKHUKHUNE EAST,Unknown,Combined,Independent,013 231 8391,10 LION VALLEY,BURGERSFORT,,
925661799,ST. MARK'S,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,VERGELEGEN 'B'; JANE FURSE;,GROBLERSDAL,,Q2
925661658,ST. MARK'S COMPREHENSIVE COLLEGE,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,013 265 1073,VERGELEGEN 'B'; JANE FURSE;,GROBLERSDAL,,Q4
996606306,STEELPOORT ACADEMY,Limpopo,SEKHUKHUNE EAST,Unknown,Combined,Public,013 230 9341,PLAAS GOUDMYN / FARM GOLDMINE,STEELPOORT,,Q5
924610391,STRYDKRAAL,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,082 200 8539,STRYDKRAAL; VILLAGE;,POLOKWANE,,Q1
996604203,STUNDU SIMANGO,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Independent,013 007 0846,"STAND NO 1, NEXT TO BARD FILLING STATION",BURGERSFORT,,
925621131,TANTANYANE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,076 527 2843,SCHLICMANSKLOOF  GA RIBA VILLAGE,BURGERSFORT,,Q1
925621148,TAUNG,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,TAUNG VILLAGE,BURGERSFORT,,Q1
925630654,TEKANANG,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,MORAPANENG; SURBITON; MAGAKALA;,BURGERSFORT,,Q1
925621162,THABANE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,MABOTSHA; MAPARENG SECTION;,BURGERSFORT,,Q1
925631305,THIBEDI,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,071 556 8311,THIBEDI PRIMARY SCHOOL; MOTLOLO; GA MAFOLO;,BURGERSFORT,,Q1
925610407,THOBEHLALE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,082 358 5630,NO 1; VLAAKPLAAS; GA NCHABELENG;,LEFALANE,,Q1
925630678,THOKWANE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,THOKWANE VILLAGE; GA- KGWETE CROYDON; DRIEKOP;,BURGERSFORT,,Q1
925621179,THOROMETSANE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,PHIRING TRUST,OHRIGSTAD,,Q1
925661313,THULARE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,082 497 5264,MARULANENG,JANEFURSE,,Q1
925661320,TIBAMOSHITO,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,GARAMANTHO VILLAGE; SEKHUKHUNELAND;,SEKHUKHUNE,,Q1
925610414,TLAKALE NCHABELENG,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,072 284 0888,GA-NCHBELENG; P.O  LEFALANE;,POLOKWANE,,Q1
925610087,TLOU NARE,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,013 265 7416,GA-RADINGWANA; SOUTVEIDEN;,JANEFURSE,,Q1
925630326,TLOUPHUTI,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,MANOTOANE VILLAGE; KLIPFONTEIN; ATOK;,POLOKWANE,,Q1
925661337,TSATANE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,072 203 0804,TSATANE VILLAGE,JANEFURSE,,Q1
925610421,TSEKE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,MOKHULWANE SECTION; GA - NCHABELENG;741;99,POLOKWANE,,Q1
925661344,TSHABADIETLA,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,082 257 1391,GA-SEOPELA; SCHOONOORD; SEKHUKHUNE;,SEKHUKHUNE,,Q1
925621186,TSHABELANG DINOKO,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,073 871 8093,OHRIGSTAD; LEBOENG; GA-NEASE;,OHRIGSTAD,,Q1
925661351,TSHEHLWANENG,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,071 103 9558,MAGNET  HEIGHTS; GA  MOGASHOA;,SEKHUKHUNE,,Q1
925661368,TSHEPO CHRISTIAN,Limpopo,SEKHUKHUNE EAST,Unknown,Combined,Independent,083 477 9938,KOTSIRI VILLAGE; STAND NO 29;,,,
925630685,TSHIHLO,Limpopo,SEKHUKHUNE EAST,Unknown,Secondary,Public,,MAGAKALA AREA; SERAFA VILLAGE;,BURGERSFORT,,Q1
925610643,TSHWEELE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,083 998 4817,MOHLALETSE; GAMATSIMELA; SEKHUKHUNE LAND;,APEL,,Q1
925630630,TSWAKO,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,082 749 1568,DIPHALE VILLAGE; MOHLALA TRIBAL AUTHORITY;,DRIEKOP,,Q1
925621216,TSWELOPELE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,082 433 5501,BOTHASHOEK; DITHABANENG;,BURGERSFORT,,Q1
925621193,TSWENYANE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,071 901 0802,LEPELLE VILLAGE; STRJDOM TUNNEL;,OHRIGSTAD,,Q1
925630692,TSWERENG,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,LEDINGWE VILLAGE; WATERKOP;,BURGERSFORT,,Q1
925621209,TSWETLANE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,"GA--MOTODI  VILLAGE, STASIE SECTION, BURGERSFORT",BURGERSFORT,,Q1
925621155,TUBATSE,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,,MANOKE    VILLAGE,BURGERSFORT,,Q1
925631312,TUMISHI,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Public,013 214 8347,GAMAROGA; NOOIHOEK; GOWE  VILLAGE;,BURGERSFORT,,Q1
996602109,WATERVAL LAERSKOOL,Limpopo,SEKHUKHUNE EAST,Unknown,Primary,Independent,013 110 0754,"Plaas Wildebeeskraal GED 10 KT 354, BURGERSFORT",BURGERSFORT,,
996602401,WEM,Limpopo,SEKHUKHUNE EAST,Unknown,Combined,Independent,073 707 0725,P.O.BOX 1863,BURGERSFORT,,
924650580,A.M. MASHEGO,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,087 751 2372,HLOGOTLOU TOWN SHIP,GROBLERSDAL,,Q2
924650160,ABRAHAM SEROTE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,013 267 0802,TAFELKOP ZID 139,GROBLERSDAL,,Q1
996606538,AQUAVILLE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Combined,Public,083 478 7358,AQUAVILLE VILLAGE,GROBLERSDAL,,Q1
996606800,ASIPHUMELELE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Special Needs,Public,013 110 0500,1912 MADALA (A),SEHLAKWANE,,
996606830,BABINATLOU,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,079 753 5519,"79 ZAMEKOMSTE,SECTION B,MOUTSE WEST",MARBLEHALL,,Q3
924651316,BAFALADI,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,013 269 0025,RAMOGWERANE  VILLAGE,GROBLERSDAL,,Q1
924640040,BAITHUDI MOHLAHLEDI,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,082 670 9632,SEGAGENG VILL;GA-MAMPANE;,MAPANA,,Q1
924651934,BAKOPA,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,ZIA  393; TAFELKOP;,GROBLERSDAL,,Q1
996606709,BANTWANE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,079 968 4947,NTWANE NEXT TO TRIBAL OFFICE,DENNILTON,,Q1
996606632,BATAU,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,083 819 6424,MOUTSE,DENNILTON,,Q2
996606721,BLOMPOORT,Limpopo,SEKHUKHUNE SOUTH,Unknown,Combined,Public,013 983 0935,STAND 03 BLOMPOORT VILLAGE,DENNILTON,,Q1
924650177,BOLEU,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,076 867 8461,TAFELKOP; BAKGAGA-BAKOPA; GROBLERSDAL;,GROBLERSDAL,,Q2
924651323,BONANG BONANI,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,079 585 6215,SITE 412; FARM LEGOLANENG; TRIBAL NDEBELE;1057,GROBLERSDAL,,Q1
996603102,BOPANANG,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,HLOGOTLOU UNIT B,NEBO,,Q1
924640064,BOPEDIBAPEDI,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,013 219 0004,STAND NO84; MOKGOPONG; MOROANGWATO;,MARISHANE,,Q2
924651781,BOSELE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Special Needs,Public,013 263 1002,"KLIPSPRUIT MISSION STATION, MONSTERLUS",GROBLERSDAL,,
996605201,COMPREHENSIVE RIVERSIDE TECHNICAL,Limpopo,SEKHUKHUNE SOUTH,Unknown,Combined,Independent,,RIVERSIDE,GLENCOWIE,,
996606817,CON ROUX,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,013 974 8221,"Stand No. 32 Driefontein,",Marble Hall,,Q2
996606543,CVO GROMAR LANDBOU AKADEMIE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Combined,Independent,013 262 5419,ROBERTSONSTR,GROBLERSDAL,,
996606541,CVO MARMER,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Independent,013 261 2477,Marble Hall,MARBLEHALL,,
996606532,DE WAGENDRIFT,Limpopo,SEKHUKHUNE SOUTH,Unknown,Combined,Public,079 762 4484,DEWAGENDRIFT,GROBLERSDAL,,Q1
996606601,DIBATHUTO,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,013 985 7071,MOTETI,DENNILTON,,Q2
924650023,DIKGALAOPENG,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,POTGIETERSHOOP; DIKGALAOPENG; NO 285;,GROBLERSDAL,,Q1
924640101,DIKWETSE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,SETEBONG VILLAGE,GLENCOWIE,,Q1
924650030,DIPAKAPAKENG,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,DIPAKAPAKENG; GA-MATSEPE; TAFELKOP;,GROBLERSDAL,,Q1
924640118,DIPHALE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,,VLAAKPLAAS (MASEMOLA),APEL,,Q1
996606602,DITHAMAGA,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,073 092 1607,LEHWELERE,DENNILTON,,Q2
996606542,DYNAMIQUE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Independent,013 285 0198,welverdiend,GROBLERSDAL,,
996606511,DYNAMIQUE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Independent,013 262 3117,AVENUE,MIDDELBURG,,
924640156,EKELE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,NEBO; GA MASEMOLA; MANARE;,MASEMOLA,,Q1
996606726,EKUCATHULENI,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,013 980 2500,STAND NO 921,DENNILTON,,Q2
906120188,ELANDSKRAAL,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,013 268 0073,ELANDSKRAAL;762; ELANDSKRAAL;,MARBLEHALL,,Q1
996603302,ELIAS MASANGO,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,BAPEDING,GROBLERSDAL,,Q2
996606523,ELSHADAI,Limpopo,SEKHUKHUNE SOUTH,Unknown,Combined,Independent,082 485 9476,Toitskraal,MARBLEHALL,,
996606533,EMBHOKODWENI,Limpopo,SEKHUKHUNE SOUTH,Unknown,Combined,Public,082 497 4373,Stand No 767,GROBLERSDAL,,Q1
996606811,EPHRAIM MOGALE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,STAND NO 250,Marble Hall,,Q2
996606546,ESTHER MALEKA COMPREHENSIVE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,072 211 8832,3201 KGWALE NKADIMENG,MARBLEHALL,,Q4
996606716,F.K. TJIANE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Intermediate,Public,082 324 7876,NO .1 MALEOKO STREET,DENNILTON,,Q2
996606728,FAWCETT MATHEBE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Intermediate,Public,072 458 1153,ELANDSDOORN,DENNILTON,,Q2
996603401,FLAG-BOSHIELO,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,MATJEDING VILLAGE,MARBLEHALL,,Q2
924640194,GAMMALEBESE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,079 202 2041,EENZAAM TRUST; VIA VLEIBOOM; NEBO;1963,GROBLERSDAL,,Q1
924640217,GEORGE CLIFFORD,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,083 457 7242,NEBO; GA MARISHANE; MAWESELENG;,MARISHANE,,Q1
996606540,GOOD SHEPHERD,Limpopo,SEKHUKHUNE SOUTH,Unknown,Combined,Independent,013 261 3004,Toitskraal,MARBLEHALL,,
924650597,GOODHOPE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,072 405 6453,BOUKONHOUTKLOOF VILLAGE,GROBLERSDAL,,Q2
924650047,GOSHETSENG,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,BRAKFONTEIN; GAKGOSHI  RAHLAGANE;,MARBLEHALL,,Q1
996606504,GROBLERSDAL,Limpopo,SEKHUKHUNE SOUTH,Unknown,Combined,Public,013 262 2216,1 Syringa,GROBLERSDAL,,Q5
996606513,GROBLERSDAL CHRISTIAN,Limpopo,SEKHUKHUNE SOUTH,Unknown,Combined,Independent,013 262 3474,GROBLERSDAL,MIDDELBURG,,
924643377,GUARDIAN ANGELS COLLEGE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,,GLEN COWIE MISSION,GROBLERSDAL,,Q3
924651965,HLABI,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,082 961 7578,LUCKAU A MOGAUNG,GROBLERSDAL,,Q2
924640255,HLABJE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,013 298 1446,MORGENZONI; NEW STANDS; GLEN COWIE;,GROBLERSDAL,,Q1
924651569,HLAKUDI,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,072 331 2767,STANDNO  473 MA; MATSHI TANENG; GA- MATSEPE;,GROBLERSDAL,,Q1
924651286,HLANGANANI,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,072 243 4774,SEPHAKU(KGAPHAMADI); DENKELDOORING;,GROBLERSDAL,,Q1
924651330,HLOPHA,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,013 269 0025,GA-HLOPHA,GROBLERSDAL,,Q1
924640279,HOPEFIELD,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,074 224 7207,SEHUSWANE; GA MARISHANE; NEBO;,MARISHANE,,Q1
996606612,HOSIA APHANE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Combined,Public,083 819 6748,STAND NO 35 WALKRAAL  A,DENNILTON,,Q1
996606537,HOËRSKOOL BEN VILJOEN,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,013 262 2061,Voortrekker street,GROBLERSDAL,,Q5
924651910,HUTUTU,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,,MAKGATLE VILLAGE; KLIPSPRUIT; MATLALA TRIBAL AUTHO;,MARBLEHALL,,Q1
924650061,IKAGENG,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,013 269 0181,710 MOTETEMA,GROBLERSDAL,,Q2
924651247,IKHUTSENG,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,076 061 8074,BOEKENHOUTKLOOF,GROBLERSDAL,,Q1
906120348,IMMERPAN,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,079 942 3096,WELTVREDE,MARBLEHALL,,Q1
925621848,IPELEGENG,Limpopo,SEKHUKHUNE SOUTH,Unknown,Special Needs,Public,082 443 4404,400 STADIUM VIEW,BOLEU,,
924650603,IZIKHALI ZEMFUNDO,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,,658 JERUSALEM; NDEBELE TRIBAL AUTHORITY;,GROBLERSDAL,,Q1
924651576,JACK MORARE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,079 358 1505,TAFELKOP; GA-KGOSHI; RAMMUPUDU;,GROBLERSDAL,,Q2
924650078,JACOB SEFAKO,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,073 915 0203,TAFELKOP; NYAKELANG; Z2B;180,GROBLERSDAL,,Q2
924651590,JAFTA-BANTABETHU,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,072 138 4074,DINDELA VILL; NEXT TO PHUTHUMA STORE;PAARDEPLAATS;,GROBLERSDAL,,Q1
996606635,JESUS IS LORD,Limpopo,SEKHUKHUNE SOUTH,Unknown,Combined,Independent,013 985 7018,774 MOTETI A,MOTETI,,
996606619,KAITSWE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Combined,Public,013 973 7012,37 KGOBOKWANE,DENNILTON,,Q1
906121884,KALAKENG,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,013 268 0005,ELANSKRAAL  VILLAGE; NEXT TO OTRAH'S DESCO;,MARBLEHALL,,Q1
924640316,KATANG,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,072 321 5511,MAKHUTSO VILLAGE NEXT TO MOGALADI AND GAMAMPANA,KEDKETITSE,,Q1
924640330,KATISI,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,082 968 7666,NEBO; GA  -MASHA; MOOMANE;,KEDIKETSE,,Q1
924640347,KATUDI,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,THOTO MAJAKANENG; GLEN LOWIE;1061;,GLENCOWIE,,Q1
996606710,KAU-MAGANA,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,073 522 2287,LESEHLENG VILLAGE,DENNILTON,,Q2
924650405,KAWUSIME,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,PHARDEPLAAS A,GROBLERSDAL,,Q2
924640378,KEDIKETSE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,063 850 8912,NEBO  AREA; MOGALADI VILLAGE;,KEDIKETSE,,Q1
924650337,KENNETH MASEKELA,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,071 926 3502,TAFELKOP ZID 29; GA RAMMUPUDU;,DENNILTON,,Q1
996606821,KGAGA TLOU,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,,MALEBITSA,NYLSTROOM,,Q1
924640354,KGAHLANAMORULANA,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,071 657 6312,NGWARITSI; RIETFONTEIN; NEBO;,NEBO,,Q1
924640385,KGALADI,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,013 219 7288,MAMONE VILLAGE; PEDI MAMONE; LOCAL GOVERNMENT;,MARISHANE,,Q1
924640408,KGARUTHUTHU,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,083 404 1258,KGARUTHUTHU; WELDEVREDEN; NEBO;,MARISHANE,,Q1
996606809,KGOMOTLOU,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,078 595 9675,PLOT 475,MARBLEHALL,,Q3
924640422,KGOOGO,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,KGOOGO; MAMOKGATSANE; PSHIRING;,MASEMOLA,,Q1
924640439,KGOPOLO E BOTSE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,082 504 0169,NEBO; MATHUKUTHELA;,NEBO,,Q2
924640446,KGOSHIMOROANGOATO,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,083 242 9667,GA TISANE;OPPOSITE MARISHANE NEXT TO MAMONE;,MARISHANE,,Q1
996606715,KGOTHALA,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,083 808 2680,STAND 919 ELANDSDOORN TOWNSHIP,DENNILTON,,Q2
924640453,KGOTSWANE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,076 431 8708,KGARUTHUTHU; VILLAGE; SITE 822;,MARISHANE,,Q1
924640460,KHUDU TSEKE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Primary,Public,,NEBO AREA; MASEMOLA; MOLELEMA;,MASEMOLA,,Q1
996606714,KOLOFANE,Limpopo,SEKHUKHUNE SOUTH,Unknown,Intermediate,Public,013 983 0206,78 B KERKVOSCHFONTEIN,DENNILTON,,Q2
924650184,KOPA,Limpopo,SEKHUKHUNE SOUTH,Unknown,Secondary,Public,082 290 9421,TAFELKOP; GA-MATSEPE; NEBO  DISTRICT;,GROBLERSDAL,,Q1
